,node,aPDist,pIn_Degree,aEigenvector_Centrality,pDegree_Centrality,aDegree,aIn_Degree,aBetweenness_Centrality,pDegree,aDegree_Centrality,pCloseness_Centrality,pPagerank,pOut_Degree,aCloseness_Centrality,pBetweenness_Centrality,aOut_Degree,pEigenvector_Centrality,aPagerank,hallmark
105,ADCY8,10.849445797970104,16,0.0050794918179199785,0.00317258883248731,20.0,16.0,8.6015853513439e-05,20,0.0033288948069241,0.207554418578962,0.00018221687193949296,4,0.17736067067092198,4.1410860838408e-05,4.0,8.282844389623441e-06,0.000256574434809886,0
106,ADCY9,10.849438875021193,10,0.00414699799296484,0.00222081218274112,14.0,10.0,6.36288736568775e-05,14,0.00233022636484687,0.205302771923143,0.00014013376381135902,4,0.174883969331564,2.37805298654165e-05,4.0,6.365738064202951e-06,0.000235115845208427,0
107,ADCYAP1,9.999961108337784,1,2.04035127724356e-15,0.00348984771573604,22.0,1.0,0.00011859222385246499,22,0.00366178428761651,0.00015862944162436498,6.08546824014558e-05,21,0.00016644474034620502,0.000124049582384023,21.0,1.7441662460432098e-47,8.70439927227009e-05,949
108,ADCYAP1R1,11.515094757863507,2,3.3013577154072203e-15,0.000634517766497462,4.0,2.0,0.0,4,0.0006657789613848201,0.00015862944162436498,6.33241630620832e-05,2,0.00016644474034620502,0.0,2.0,2.82212026812823e-47,9.06027253646395e-05,0
109,ADD1,12.512900000001158,6,0.00256659522182995,0.0012690355329949199,4.0,4.0,0.0,8,0.0006657789613848201,0.20952582876650103,9.66099512710945e-05,2,0.167981196662076,5.6191873017572304e-06,0.0,1.02451729232174e-05,6.131949876927851e-05,16
110,ADH1A,11.642041337993318,1,0.00020178355188115902,0.000317258883248731,2.0,1.0,0.0,2,0.00033288948069241003,0.174268053480441,4.9795548204238786e-05,1,0.143080711861751,0.0,1.0,1.1954386425214898e-06,9.104190260446701e-05,0
111,ADI1,12.512900000001158,1,0.0038860052274413298,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.202088953687332,3.9691151045469396e-05,0,0.17210288491195197,0.0,0.0,6.0331424947156896e-06,6.09078244428944e-05,0
112,ADIPOQ,9.985869096355797,8,0.007963910639198941,0.004282994923857871,27.0,8.0,0.000571787157631937,27,0.00449400798934754,0.21144797103569102,0.000100445620366322,19,0.182362926103006,0.000570558043564907,19.0,9.588717698949387e-06,0.000143139249283516,957
113,ADIPOR1,12.512900000001158,1,0.000264290902571276,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.16525857378759198,3.83743251408534e-05,0,0.142725964495961,0.0,0.0,1.27414755155726e-07,5.455014507217821e-05,776
114,ADIPOR2,12.512900000001158,1,0.000264290902571276,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.16525857378759198,3.83743251408534e-05,0,0.142725964495961,0.0,0.0,1.27414755155726e-07,5.455014507217821e-05,809
115,ADM,10.50593053752738,7,0.00550497121403906,0.00269670050761421,17.0,7.0,0.00040305804733575096,17,0.00282956058588549,0.21351975935047102,9.715332415658448e-05,10,0.18354356257678098,0.000352340455832363,10.0,2.8357743995971503e-05,0.00016094632019221202,948
116,ADM2,12.507914578133958,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,32
117,ADNP,12.512900000001158,1,1.2610336337821601e-15,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.000211505922165821,3.6340230173794895e-05,0,0.000221926320461607,0.0,0.0,1.0779540220852801e-47,5.1692676670555796e-05,656
118,ADORA1,11.540429006490566,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,949
119,ADORA2A,11.223001181561319,3,0.0001460441784236,0.0009517766497461928,6.0,3.0,6.719488578752029e-07,6,0.0009986684420772304,0.177502727326945,5.61823158814296e-05,3,0.137910317826441,3.96311097766223e-07,3.0,9.297345243828959e-07,7.77640663694777e-05,37
120,ADORA2B,11.048755782992497,1,0.000341206059162933,0.000634517766497462,4.0,1.0,5.0126143285631596e-06,4,0.0006657789613848201,0.173914038571315,3.79009355873401e-05,3,0.147287526580225,2.14468750782729e-06,3.0,9.64112699838867e-07,5.24745433628904e-05,37
121,ADORA3,11.608015426860021,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
122,ADRA1A,10.984044300216611,2,0.00030900642647171804,0.0009517766497461928,6.0,2.0,6.8561841314404095e-06,6,0.0009986684420772304,0.16983953273165803,4.12528279757188e-05,4,0.147178294003037,6.3042586125059185e-06,4.0,1.8944940314807197e-07,5.978177863711589e-05,800
123,ADRA1B,10.84962190048295,16,0.0051367780999062715,0.0050761421319797,11.0,6.0,3.40671797217076e-05,32,0.0018308921438082602,0.21516801792004803,0.00011439232511639699,16,0.168422007806452,7.93650373279182e-05,5.0,1.5194942746648e-05,8.287191206559251e-05,544
124,ADRA1D,10.634261690797409,1,3.5354304037542395e-19,0.00111040609137056,7.0,1.0,4.1852111049501204e-05,7,0.00116511318242344,0.00015862944162436498,3.67520447548563e-05,6,0.00016644474034620502,2.31432478815452e-05,6.0,8.511410216299318e-59,5.22297439719519e-05,544
125,ADRA2A,11.215152870694277,2,0.00030900642647171804,0.000634517766497462,4.0,2.0,2.4495360813980105e-05,4,0.0006657789613848201,0.16983151083799,4.12528279757188e-05,2,0.14716989820760001,7.41807920339213e-06,2.0,1.8944940314807197e-07,5.978177863711589e-05,817
126,ADRA2B,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,3.67520447548563e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,5.22297439719519e-05,33
127,ADRA2C,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,3.67520447548563e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,5.22297439719519e-05,33
128,ADRB1,11.369326776502202,10,0.000807009950577136,0.00222081218274112,10.0,8.0,1.62564979221415e-06,14,0.00166444740346205,0.19322224447643202,7.84525133766062e-05,4,0.158479532869293,4.03097801583813e-06,2.0,4.28778118000428e-06,6.67220780378913e-05,32
129,ADRB2,10.763316808121479,31,0.0025354802334671103,0.009359137055837559,17.0,11.0,9.4950356532351e-05,59,0.00282956058588549,0.22264227538464001,0.000210602417907177,28,0.170604967304538,0.00020498278131768,6.0,3.37996606215479e-05,8.785352768725179e-05,957
130,ADRB3,11.369326776502202,10,0.000807009950577136,0.00222081218274112,10.0,8.0,1.62564979221415e-06,14,0.00166444740346205,0.19322224447643202,7.84525133766062e-05,4,0.158479532869293,4.03097801583813e-06,2.0,4.28778118000428e-06,6.67220780378913e-05,292
131,ADRBK1,9.352790630720886,34,0.0148729307099328,0.0161802030456853,58.0,10.0,0.00113364897694938,102,0.009653794940079893,0.24030426702278498,0.00027456182692516,68,0.19872810934981,0.00219573401357355,48.0,6.59967463453449e-05,0.00013220525056290401,292
132,ADRBK2,9.766613862539808,0,2.71956184904173e-20,0.0038071065989847695,24.0,0.0,0.0,24,0.0039946737683089215,0.0,3.38707495131675e-05,24,0.0,0.0,24.0,2.6598156925935396e-60,4.81339440286171e-05,4
133,ADRM1,10.14297621900515,61,0.000874800230599675,0.0231598984771574,28.0,2.0,6.47979821666443e-05,146,0.00466045272969374,0.206020325873026,0.000135400836355895,85,0.159311369370089,6.46845653214871e-05,26.0,0.000374714475118345,6.5449680508259e-05,0
134,ADSS,12.512900000001158,1,0.0011707289874984196,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.18560360020816896,4.47923782648125e-05,0,0.157007242573568,0.0,0.0,1.11146794134115e-06,6.5610088713225e-05,0
135,AEN,12.512900000001158,3,0.004388173512134621,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.20637885115516502,5.76043900716532e-05,0,0.178728643394921,0.0,0.0,3.0114387885150404e-05,8.8581992629459e-05,0
136,AES,10.793355450158431,17,0.000770720680192247,0.00523477157360406,12.0,7.0,7.240720822739622e-05,33,0.0019973368841544607,0.22627101802667698,0.000200548956658655,16,0.156139219002556,6.47435772096174e-05,5.0,7.35734752443345e-05,0.000137629795540557,384
137,AFF1,12.50964090530986,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
138,AFM,12.044749775337339,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,0
139,AFP,11.470695223831173,10,0.0141369925752183,0.0019035532994923895,12.0,10.0,0.000316242267575875,12,0.0019973368841544607,0.22638498693332101,0.000139955255716533,2,0.19529813138374202,0.00031572492836153,2.0,4.17010214797396e-05,0.000219232652524199,0
140,AGA,10.847497220835722,12,0.00129076180329581,0.00396573604060914,8.0,4.0,2.56578062051936e-05,25,0.0013315579227696401,0.21736626450622198,0.000168252176166405,13,0.164177696040424,4.4888947815891705e-05,4.0,1.0806302051475999e-05,9.07014433009888e-05,0
141,AGAP2,11.598397021135279,7,0.00137929120759149,0.00174492385786802,5.0,4.0,4.1577792577479297e-07,11,0.000832223701731025,0.21939549377398998,0.00011868235947918001,4,0.162666350288728,0.000122193806038447,1.0,4.04221681567638e-05,7.046298654773091e-05,896
142,AGER,10.914640356132779,7,0.005069064813545,0.00253807106598985,10.0,4.0,0.00065667407195891,16,0.00166444740346205,0.21606013384580802,9.570840364616899e-05,9,0.178119878181388,4.46909086832125e-05,6.0,1.6313549501811906e-05,9.32080940301351e-05,917
143,AGGF1,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,3.44043227060729e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,4.8892425499605106e-05,560
144,AGR2,12.512900000001158,1,0.000159372434229047,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.162989731564772,3.5550860239228704e-05,0,0.140016222832083,0.0,0.0,1.05137418253318e-07,5.07703690107127e-05,16
145,AGRN,11.080606823099014,2,0.000484045743576777,0.0009517766497461928,6.0,2.0,3.83380370132855e-05,6,0.0009986684420772304,0.18613069403985602,6.2338317821202e-05,4,0.150976610228185,2.92336510508126e-05,4.0,2.44800950673151e-06,8.528585605160659e-05,16
146,AGRP,11.349944449992016,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
147,AGT,10.333904576468873,32,0.0107322545583372,0.0106281725888325,19.0,8.0,0.00044450919748735996,67,0.0031624500665779,0.234123762694487,0.000266401837838017,35,0.18951651477111803,0.0006117631795854652,11.0,5.47928616302629e-05,0.00014236878982378,945
148,AGTR1,10.533062190048582,5,0.00431162950258955,0.00206218274111675,13.0,5.0,3.17904170296676e-05,13,0.00216378162450067,0.20851732471943502,6.84721189813314e-05,8,0.17692280315315,2.5435521023275e-05,8.0,6.7882953810283095e-06,8.92888885180715e-05,561
149,AGTR2,10.569588600432942,13,2.71956184904173e-20,0.00523477157360406,7.0,0.0,0.0,33,0.00116511318242344,0.20880794119988003,0.00013858185471918102,20,0.0,4.4218313103461e-05,7.0,9.508093574070489e-06,4.81339440286171e-05,945
150,AGTRAP,11.619737676818344,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,32
151,AHNAK,12.509640905309864,2,0.0038860052274413298,0.000475888324873096,3.0,2.0,7.86755330269175e-07,3,0.0004993342210386152,0.20208355799819802,5.40976272539131e-05,1,0.172178822130086,1.65669088292325e-06,1.0,6.0331424947156896e-06,8.138682415956829e-05,0
152,AHR,10.178438042935895,8,0.00353710557990831,0.0038071065989847695,21.0,8.0,0.000567073066746787,24,0.0034953395472703108,0.209782540692061,0.000195054793750554,16,0.170966753848855,0.0006178375584263981,13.0,1.31644941445228e-05,0.00030131424424102796,512
153,AHRR,11.640382908970189,1,0.000117387690037349,0.000317258883248731,2.0,1.0,0.0,2,0.00033288948069241003,0.164185970203741,4.42606526107477e-05,1,0.1355980403437,0.0,1.0,1.8112104075230397e-07,6.80370058926953e-05,0
154,AHSG,11.654965734731604,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,261
155,AHSP,12.50791457813396,1,0.0007756584821759178,0.000475888324873096,3.0,1.0,0.0,3,0.0004993342210386152,0.179076286043226,4.94294107109498e-05,2,0.156001394168346,0.0,2.0,5.21257184748552e-07,6.90924061952732e-05,0
156,AIC,12.509640905309864,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
157,AICDA,12.512900000001158,3,0.0024637817793878697,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.19038760324095,5.35271615452085e-05,0,0.16473285263319,0.0,0.0,3.11751806660115e-06,7.610928304924259e-05,4
158,AIF1,11.585473023797965,3,0.00255525541686662,0.000634517766497462,4.0,3.0,2.46618607490242e-06,4,0.0006657789613848201,0.19653854864509002,6.03020573824156e-05,1,0.17106878294405098,8.873323417559109e-07,1.0,3.54665964616863e-06,9.34412213473716e-05,917
159,AIFM1,12.512900000001158,5,0.00108586139274064,0.000793147208121827,5.0,5.0,0.0,5,0.000832223701731025,0.18610406583575503,0.000131121707693353,0,0.159345354052518,0.0,0.0,1.4133913261725901e-06,0.0002454227801745169,128
160,AIFM2,12.512900000001158,1,0.00340590301289613,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.20537729806648702,4.796750577337829e-05,0,0.177267980764333,0.0,0.0,2.6834612924875893e-05,7.21211049680519e-05,128
161,AIMP2,12.512900000001158,2,0.0028817781741667893,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.20071327840835396,5.58867768168843e-05,0,0.17337446721584196,0.0,0.0,4.165485268019011e-06,8.32608827374772e-05,768
162,AIP,10.897879147945082,2,2.71956184904173e-20,0.0009517766497461928,4.0,0.0,0.0,6,0.0006657789613848201,0.19476073813573397,5.2058399838288e-05,4,0.0,2.3054657720965598e-06,4.0,8.593857918907111e-06,4.81339440286171e-05,0
163,AIRE,12.512900000001158,11,0.00640112284229964,0.00174492385786802,11.0,11.0,0.0,11,0.0018308921438082602,0.214744395894843,0.00011305693054556799,0,0.18334984144832,0.0,0.0,9.4352162732929e-06,0.000200119127660374,20
164,AJAP1,12.512900000001158,1,0.0010905746481684698,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.190347305303975,5.52483091136119e-05,0,0.15998506680980898,0.0,0.0,2.40358432817246e-06,8.724078372981379e-05,16
165,AK2,12.512900000001158,3,0.00143536006352907,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.19951100253103302,5.53084641368535e-05,0,0.161526850307225,0.0,0.0,7.31305784726749e-06,7.591376431490251e-05,0
166,AKAP1,11.573704226993152,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,1
167,AKAP10,12.512900000001158,1,0.000835231673336601,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.182969652880698,3.8586703296839e-05,0,0.152652378491304,0.0,0.0,1.0769450056194e-06,5.3252473392037204e-05,1
168,AKAP13,11.219353320020334,5,0.000423031895434691,0.0012690355329949199,6.0,4.0,1.68381646857886e-06,8,0.0009986684420772304,0.187294132069066,5.61730998223718e-05,3,0.150273084551446,1.5609440048314e-06,2.0,1.85634010669602e-06,7.299416889371791e-05,144
169,AKAP3,12.50964090530986,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
170,AKAP5,12.512900000001158,5,0.000292653868587098,0.00142766497461929,1.0,1.0,0.0,9,0.00016644474034620502,0.20767429522132003,6.39349431154125e-05,4,0.144176901519827,3.67046305018935e-05,0.0,9.333086119144651e-06,5.05854309820023e-05,16
171,AKR1B1,11.448087851556332,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,512
172,AKR1B10,12.512900000001158,2,6.79890462260431e-19,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.000317258883248731,4.15885046248338e-05,0,0.00033288948069241003,0.0,0.0,1.6756838863339293e-58,5.91048367339782e-05,0
173,AKR1C2,12.512900000001158,7,0.000100410135264024,0.00206218274111675,1.0,1.0,0.0,13,0.00016644474034620502,0.211472842878429,0.00014940109348265902,6,0.135531586658412,8.52007262624919e-05,0.0,8.654823080593159e-06,5.7160975826192896e-05,512
174,AKR7A2,12.512900000001158,5,0.0090572305375547,0.000793147208121827,5.0,5.0,0.0,5,0.000832223701731025,0.21054629064293304,8.006437301871021e-05,0,0.181174918783565,0.0,0.0,1.05080852582945e-05,0.000131013380835984,0
175,AKT1,8.183298002995748,143,0.11709378473984698,0.0615482233502538,351.0,127.0,0.02579371379408,388,0.058422103861518,0.27578407328286,0.00167286372186456,245,0.233262958008972,0.0216506652274641,224.0,0.00045549981331414715,0.00338037397172641,953
176,AKT1S1,11.077452521218447,9,0.000196092790600098,0.0023794416243654803,8.0,5.0,9.524671565485021e-06,15,0.0013315579227696401,0.188858277612371,0.00010411796202830899,6,0.14024943275777302,9.15875005205367e-06,3.0,3.13386672306041e-06,9.12363099834811e-05,384
177,AKT2,9.581481427858531,19,0.0347872346146357,0.00951776649746193,50.0,17.0,0.00030696354172638797,60,0.008322237017310259,0.23525731140159198,0.000322557338534571,41,0.19623399373083,0.00028120073795915803,33.0,6.21376872915522e-05,0.000606981569181239,920
178,AKT3,9.653982925611839,26,0.0395466154253314,0.00983502538071066,54.0,26.0,0.000681591113659547,62,0.00898801597869507,0.23527270480023102,0.000341341027585841,36,0.203188809606933,0.000381638087548075,28.0,6.53993385388431e-05,0.000740823889110058,0
179,ALAS1,12.512900000001158,4,0.00143695622486474,0.000634517766497462,4.0,4.0,0.0,4,0.0006657789613848201,0.187715043345745,4.91370566172945e-05,0,0.158064854127952,0.0,0.0,1.69693023825642e-06,6.62774164668828e-05,0
180,ALB,12.512900000001158,3,0.00012840027661126398,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.159086438312453,7.219602695100809e-05,0,0.13587152907503303,0.0,0.0,7.25966499457198e-08,0.00010259701706701899,132
181,ALCAM,12.512900000001158,2,0.000163052588802401,0.000475888324873096,1.0,1.0,0.0,3,0.00016644474034620502,0.16090022002441198,0.000262095459215388,1,0.139963077101695,0.000119846644616092,0.0,7.9610119330081e-08,6.98724492630836e-05,532
182,ALDH1A1,11.646467099351403,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
183,ALDH1A2,11.561620635713416,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,896
184,ALDH9A1,12.512900000001158,2,0.0041034551497248105,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.200892626808585,4.49494314353948e-05,0,0.17499654697691197,0.0,0.0,5.06688264305086e-06,6.807801267086121e-05,0
185,ALDOA,12.512900000001158,4,0.00298635353093978,0.000793147208121827,3.0,3.0,0.0,5,0.0004993342210386152,0.20248185310631397,8.733881949290501e-05,1,0.17270166385049202,4.85817847842258e-07,0.0,2.61021396459356e-05,8.0329152525486e-05,24
186,ALDOB,12.512900000001158,3,0.0007392899295311402,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.185843323808355,5.20606307406612e-05,0,0.153991114897354,0.0,0.0,1.3409290183555401e-06,7.46442894496626e-05,8
187,ALK,10.47090985188911,5,0.0056270560456157396,0.0019035532994923895,12.0,5.0,0.000312400361205202,12,0.0019973368841544607,0.20894141132325697,9.74545515928769e-05,7,0.176089571741125,0.000315381964732769,7.0,7.99648422859212e-06,0.000163951507898107,640
188,ALOX12B,12.512900000001158,6,0.00566557453156532,0.0009517766497461928,6.0,6.0,0.0,6,0.0009986684420772304,0.19838867061739002,6.82679596510605e-05,0,0.168200121719631,0.0,0.0,6.41205652018664e-06,0.000109234176468828,0
189,ALOX15,12.50964090530986,2,0.00230823455773662,0.000475888324873096,3.0,2.0,3.0266259204815504e-05,3,0.0004993342210386152,0.189485007144675,4.7653220570263395e-05,1,0.163501556211405,1.8120025930728e-05,1.0,2.7678087317931197e-06,6.65626039154276e-05,21
190,ALOX15B,10.87247438841771,0,2.71956184904173e-20,0.000634517766497462,4.0,0.0,0.0,4,0.0006657789613848201,0.0,3.38707495131675e-05,4,0.0,0.0,4.0,2.6598156925935396e-60,4.81339440286171e-05,784
